table,cell_id,model,method_or_setting,scope_or_task,metric,paper_value,recomputed_value,absolute_difference,status,aggregation,source_paths,source_fields,notes
tab:rq2_cross_task,deepseekcoder|MEMIT|code|Valid-Rate,deepseekcoder,MEMIT,code,Valid-Rate,0.6215,0.6215,1.110223025e-16,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/MEMIT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/MEMIT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/MEMIT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/MEMIT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|MEMIT|install|Sample-HR,deepseekcoder,MEMIT,install,Sample-HR,0.415,0.4165,0.0015,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/MEMIT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/MEMIT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/MEMIT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/MEMIT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|MEMIT|install|Package-HR,deepseekcoder,MEMIT,install,Package-HR,0.3017,0.3026,0.0009,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/MEMIT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/MEMIT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/MEMIT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/MEMIT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Package-HR recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|MEMIT|install|Valid-Rate,deepseekcoder,MEMIT,install,Valid-Rate,0.613,0.613,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/MEMIT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/MEMIT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/MEMIT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/MEMIT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|ROME|code|Sample-HR,deepseekcoder,ROME,code,Sample-HR,0.085,0.21,0.125,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/ROME/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/ROME/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/ROME/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|ROME|code|Package-HR,deepseekcoder,ROME,code,Package-HR,0.0671,0.25,0.1829,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/ROME/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/ROME/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/ROME/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Package-HR recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|ROME|code|Valid-Rate,deepseekcoder,ROME,code,Valid-Rate,0.151,0,0.151,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/ROME/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/ROME/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/ROME/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|ROME|install|Sample-HR,deepseekcoder,ROME,install,Sample-HR,0.101,0.205,0.104,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/ROME/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/ROME/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/ROME/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|ROME|install|Package-HR,deepseekcoder,ROME,install,Package-HR,0.0669,0.25,0.1831,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/ROME/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/ROME/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/ROME/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Package-HR recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|ROME|install|Valid-Rate,deepseekcoder,ROME,install,Valid-Rate,0.1515,0,0.1515,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/ROME/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/ROME/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/ROME/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|Full-FT|code|Sample-HR,deepseekcoder,Full-FT,code,Sample-HR,0.354,0.6155,0.2615,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/Full-FT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Full-FT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Full-FT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Full-FT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|Full-FT|code|Package-HR,deepseekcoder,Full-FT,code,Package-HR,0.2729,0.639325,0.366425,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/Full-FT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Full-FT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Full-FT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Full-FT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Package-HR recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|Full-FT|code|Valid-Rate,deepseekcoder,Full-FT,code,Valid-Rate,0.6385,0.322,0.3165,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/Full-FT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Full-FT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Full-FT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Full-FT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|Full-FT|install|Sample-HR,deepseekcoder,Full-FT,install,Sample-HR,0.3845,0.626,0.2415,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/Full-FT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Full-FT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Full-FT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Full-FT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|Full-FT|install|Package-HR,deepseekcoder,Full-FT,install,Package-HR,0.2547,0.624275,0.369575,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/Full-FT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Full-FT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Full-FT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Full-FT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Package-HR recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|Full-FT|install|Valid-Rate,deepseekcoder,Full-FT,install,Valid-Rate,0.6275,0.283,0.3445,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/Full-FT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Full-FT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Full-FT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Full-FT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,qwen3|Base|code|Sample-HR,qwen3,Base,code,Sample-HR,0.37,0.37,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/Base/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Base/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Base/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,qwen3|Base|code|Package-HR,qwen3,Base,code,Package-HR,0.2785,0.2785,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/Base/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Base/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Base/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Package-HR recomputed per 500 records,
tab:rq2_cross_task,qwen3|Base|code|Valid-Rate,qwen3,Base,code,Valid-Rate,0.55,0.55,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/Base/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Base/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Base/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,qwen3|Base|install|Sample-HR,qwen3,Base,install,Sample-HR,0.482,0.482,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/Base/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Base/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Base/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,qwen3|Base|install|Package-HR,qwen3,Base,install,Package-HR,0.3569,0.3569,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/Base/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Base/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Base/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Package-HR recomputed per 500 records,
tab:rq2_cross_task,qwen3|Base|install|Valid-Rate,qwen3,Base,install,Valid-Rate,0.604,0.604,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/Base/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Base/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Base/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,qwen3|BOUND|code|Sample-HR,qwen3,BOUND,code,Sample-HR,0.3385,0.357,0.0185,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/BOUND/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/BOUND/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/BOUND/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/BOUND/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,qwen3|BOUND|code|Package-HR,qwen3,BOUND,code,Package-HR,0.2237,0.24645,0.02275,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/BOUND/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/BOUND/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/BOUND/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/BOUND/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Package-HR recomputed per 500 records,
tab:rq2_cross_task,qwen3|BOUND|code|Valid-Rate,qwen3,BOUND,code,Valid-Rate,0.5815,0.579,0.0025,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/BOUND/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/BOUND/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/BOUND/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/BOUND/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,qwen3|BOUND|install|Sample-HR,qwen3,BOUND,install,Sample-HR,0.24,0.2435,0.0035,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/BOUND/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/BOUND/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/BOUND/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/BOUND/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,qwen3|BOUND|install|Package-HR,qwen3,BOUND,install,Package-HR,0.2122,0.2202,0.008,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/BOUND/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/BOUND/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/BOUND/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/BOUND/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Package-HR recomputed per 500 records,
tab:rq2_cross_task,qwen3|BOUND|install|Valid-Rate,qwen3,BOUND,install,Valid-Rate,0.603,0.6005,0.0025,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/BOUND/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/BOUND/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/BOUND/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/BOUND/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,qwen3|DINM|code|Sample-HR,qwen3,DINM,code,Sample-HR,0.323,0.323,5.551115123e-17,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/DINM/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/DINM/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/DINM/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/DINM/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,qwen3|DINM|code|Package-HR,qwen3,DINM,code,Package-HR,0.2682,0.268175,2.5e-05,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/DINM/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/DINM/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/DINM/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/DINM/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Package-HR recomputed per 500 records,
tab:rq2_cross_task,qwen3|DINM|code|Valid-Rate,qwen3,DINM,code,Valid-Rate,0.482,0.482,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/DINM/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/DINM/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/DINM/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/DINM/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,qwen3|DINM|install|Sample-HR,qwen3,DINM,install,Sample-HR,0.5015,0.5015,1.110223025e-16,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/DINM/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/DINM/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/DINM/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/DINM/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,qwen3|DINM|install|Package-HR,qwen3,DINM,install,Package-HR,0.3704,0.3704,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/DINM/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/DINM/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/DINM/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/DINM/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Package-HR recomputed per 500 records,
tab:rq2_cross_task,qwen3|DINM|install|Valid-Rate,qwen3,DINM,install,Valid-Rate,0.5945,0.5945,1.110223025e-16,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/DINM/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/DINM/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/DINM/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/DINM/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,qwen3|MEMIT|code|Sample-HR,qwen3,MEMIT,code,Sample-HR,0.364,0.3665,0.0025,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/MEMIT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/MEMIT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/MEMIT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/MEMIT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,qwen3|MEMIT|code|Package-HR,qwen3,MEMIT,code,Package-HR,0.2829,0.28475,0.00185,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/MEMIT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/MEMIT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/MEMIT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/MEMIT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Package-HR recomputed per 500 records,
tab:rq2_cross_task,qwen3|MEMIT|code|Valid-Rate,qwen3,MEMIT,code,Valid-Rate,0.52,0.52,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/MEMIT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/MEMIT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/MEMIT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/MEMIT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,qwen3|MEMIT|install|Sample-HR,qwen3,MEMIT,install,Sample-HR,0.491,0.4915,0.0005,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/MEMIT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/MEMIT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/MEMIT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/MEMIT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,qwen3|MEMIT|install|Package-HR,qwen3,MEMIT,install,Package-HR,0.3608,0.361175,0.000375,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/MEMIT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/MEMIT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/MEMIT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/MEMIT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Package-HR recomputed per 500 records,
tab:rq2_cross_task,qwen3|MEMIT|install|Valid-Rate,qwen3,MEMIT,install,Valid-Rate,0.605,0.605,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/MEMIT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/MEMIT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/MEMIT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/MEMIT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,qwen3|ROME|code|Sample-HR,qwen3,ROME,code,Sample-HR,0.0935,0.0935,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/ROME/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/ROME/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/ROME/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,qwen3|ROME|code|Package-HR,qwen3,ROME,code,Package-HR,0.0715,0.071475,2.5e-05,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/ROME/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/ROME/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/ROME/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Package-HR recomputed per 500 records,
